"SITE_ID","IGBP","LOCATION_LAT","LOCATION_LONG","LOCATION_ELEV","MAT","MAP","CLIMATE_KOEPPEN","UTC_OFFSET","data_year_length","SC_source","NEE_source","NEE_availability","NEE_availability_after_filling","LE_availability","LE_availability_after_filling","H_availability","H_availability_after_filling","USTAR_availability","USTAR_availability_after_filling","NETRAD_availability","NETRAD_availability_after_filling","TA_availability","TA_availability_after_filling","VPD_availability","VPD_availability_after_filling","SWC_availability","SWC_availability_after_filling","SW_IN_availability","SW_IN_availability_after_filling","ECO_NAME","REALM","BIOME","ECO_NUM","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NEE_clust_group","LE_clust_group","H_clust_group","USTAR_clust_group","NETRAD_clust_group","TA_clust_group","VPD_clust_group","SWC_clust_group"
"US-KUT","GRA",44.995,-93.1863,301,7.9,777,"Dfa",-6,5,NA,"NEE",0.700609255202629,1,0.592243975903614,1,0.593784227820372,1,0.607281398320555,1,0.563538243884629,1,0.700609255202629,1,0.401937294633078,1,0.535642570281124,1,0.699114640379701,1,"Upper Midwest forest-savanna transition","NA",4,15,"8.1.4","North Central Hardwood Forests","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",2,5,1,1,2,6,1,4
"US-LA2","WET",29.8587,-90.2869,0,20.2,1655,"Cfa",-6,2,"negligible","FC+SC",0.318607366941789,1,0.423470498584803,1,0.502484017180294,1,0.604516754745363,1,0,0,0.604457375848623,1,0.582229875502246,1,0,0,0.666646873701087,1,"Western Gulf coastal grasslands","NA",7,1,"8.5.2","Mississippi Alluvial Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,NA,4,12,NA
"US-LL1","SAV",31.2792,-84.5329,165,20,1310,"Cfa",-5,12,"SC","FC+SC",0.503888128374781,1,0.532260057799072,1,0.532260057799072,1,0.94696364742566,1,0,0,0.955600235759373,1,0.996254468020382,1,0.994400714883261,1,0,0,"Southeastern conifer forests","NA",5,29,"8.3.5","Southeastern Plains","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",2,9,2,2,NA,7,12,1
"US-LL2","SAV",31.201,-84.4449,155,20,1310,"Cfa",-5,9,"SC","FC+SC",0.566331801616226,1,0.584661701790524,1,0.584661701790524,1,0.963574710822374,1,0,0,0.967282522579623,1,0.998288702265885,1,0.987158928854381,1,0,0,"Southeastern conifer forests","NA",5,29,"8.3.5","Southeastern Plains","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",2,9,2,2,NA,7,12,1
"US-LL3","SAV",31.2688,-84.4787,159.5,20,1310,"Cfa",-5,9,"SC","FC+SC",0.5090857233402,1,0.495648867057519,1,0.495648867057519,1,0.968936777055934,1,0,0,0.980972904452543,1,0.998871811123435,1,0.99738234828078,1,0,0,"Southeastern conifer forests","NA",5,29,"8.3.5","Southeastern Plains","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",2,9,2,2,NA,7,12,1
"US-Los","WET",46.0827,-89.9792,480,4.08,828,"Dfb",-6,22,NA,"NEE",0.492885056060234,1,0.567070238972093,1,0.643321875767248,1,0.664873864473361,1,0.677789201243964,1,0.682881168671741,1,0,0,0,0,0.67008091906048,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",3,5,1,1,2,6,NA,NA
"US-LPH","DBF",42.5419,-72.185,377.5,6.73,1071,"Dfb",-5,4,NA,"NEE",0.622903832991102,1,0.356790440337668,1,0.366544033766826,1,0.647515970796258,1,0.121720282911248,0.5,0.766897672826831,1,0.124172940908054,0.5,0,0,0.763789071412275,1,"New England-Acadian forests","NA",4,10,"5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS",8,5,2,3,NA,6,NA,NA
"US-LS1","GRA",31.5615,-110.1403,1230,17,288,"Bwh",-7,6,"negligible","FC+SC",0.405250696511263,1,0.713503285251077,1,0.764593456122168,1,0.794232030960282,1,0.790751851816635,1,0.811271596603497,1,0.795258969068244,1,0,0,0.811271596603497,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",3,5,7,1,4,9,16,NA
"US-LS2","SAV",31.5659,-110.1344,1240,17,288,"Bwh",-7,6,"negligible","FC+SC",0.449171317998992,1,0.699706181596889,1,0.746089552806489,1,0.784323979955689,1,0.787870719902631,1,0.794193996215543,1,0.794193996215543,1,0,0,0.441117460800441,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",3,5,7,1,4,9,16,NA
"US-MBP","WET",47.5051,-93.4893,416,3.4,780,NA,-6,13,"negligible","FC+SC",0.28496647711317,1,0.324926284751474,1,0.360388584667228,1,0.896710895815782,1,0,0,0.982887531592249,1,0.97944748666105,1,0,0,0.074092600393148,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",3,5,1,1,NA,6,1,NA
"US-Me2","ENF",44.4523,-121.5574,1253,6.28,523,"Csb",-8,20,"CO2","FC+SC",0.282644888408927,1,0.830833220842333,1,0.869167341612671,1,0.897059485241181,1,0.94165935475162,1,0.97560632649388,1,0.95804366900648,1,0.951122660187185,1,0.978719514938805,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",2,5,5,2,4,6,1,1
"US-Me3","ENF",44.3154,-121.6078,1005,7.07,719,"Csb",-8,6,NA,"NEE",0.956147354014598,1,0.70149977189781,1,0.716659063260341,1,0.815066149635037,1,0.790877813260341,1,0.822546000608273,1,0.804088731751825,1,0.952108044403893,1,0.380436435523114,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",3,2,5,1,2,6,5,4
"US-Me4","ENF",44.4992,-121.6224,922,7.61,1038.82,"Csb",-8,5,NA,"FC+SC",0,0,0.126562214924284,0.711805555555556,0.12789636927568,0.711805555555556,0.683030012771392,1,0.972324849480022,1,0.9998973727422,1,0.933908045977011,1,0,0,0.200328407224959,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,NA,NA,1,2,6,5,NA
"US-Me5","ENF",44.4372,-121.5668,1188,6.47,590.81,"Csb",-8,4,NA,"NEE",0.44380276066621,1,0.587283253479352,1,0.607802874743327,1,0.611239447866758,1,0.637249030344513,1,0.750156856034679,1,0.750156856034679,1,0.750156856034679,1,0.750156856034679,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",3,2,5,1,2,6,1,4
"US-Me6","ENF",44.3233,-121.6078,998,7.59,494,"Csb",-8,11,NA,"NEE",0.0817177682335163,1,0.777066929133858,1,0.811058418834009,1,0.849026684164479,1,0.830897558259763,1,0.916288872981786,1,0.860102004294918,1,0.897200349956255,1,0.882864073808956,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",2,2,5,1,4,6,5,4
"US-Men","WAT",43.0772,-89.403,260,7.94,875,"Dfa",-6,7,"negligible","FC+SC",0.224302568113675,1,0.249885934037283,1,0.273497588319645,1,0.640618889323426,1,0,0,0.932945509060096,1,0.928806544127232,1,0,0,0.937711836787902,1,"Upper Midwest forest-savanna transition","NA",4,15,"8.2.1","Southeastern Wisconsin Till Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",3,11,1,1,NA,6,1,NA
"US-Mi1","CVM",41.7727,-80.6313,290,10.5,1012.7,"Dfb",-5,4,"negligible","FC+SC",0.576585533081933,1,0.687132899097246,1,0.787852816820935,1,0.788195634784596,1,0.79681179293795,1,0.796868929265227,1,0,0,0.796857501999771,1,0.796857501999771,1,"Southern Great Lakes forests","NA",4,14,"8.1.10","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,2,6,NA,5
"US-Mi2","CVM",41.5479,-80.855,280,10.5,1012.7,"Dfb",-5,2,"negligible","FC+SC",0.543249203626562,1,0.583239402107327,1,0.697280078412154,1,0.697280078412154,1,0.701445724087233,1,0.701421220289145,1,0,0,0.701445724087233,1,0.701421220289145,1,"Allegheny Highlands forests","NA",4,1,"8.1.10","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,2,6,NA,5
"US-Mi3","CVM",41.8222,-80.637,270,10.5,1012.7,"Dfb",-5,4,"negligible","FC+SC",0.549042925423651,1,0.662279598417454,1,0.770073410021268,1,0.770599400827864,1,0.78093626363574,1,0.77608800054886,1,0,0,0.752887232144899,1,0.622967502915819,1,"Southern Great Lakes forests","NA",4,14,"8.1.10","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,2,6,NA,5
"US-MMS","DBF",39.3232,-86.4131,275,10.85,1032,"Cfa",-5,22,"CO2","FC+SC",0.478093618399741,1,0.906487892776158,1,0.891419663103337,1,0.871436669906058,1,0.665325356333009,1,0.972844792678976,1,0.662541504697117,1,0,0,0.972409499514091,1,"Central U.S. hardwood forests","NA",4,4,"8.3.3","Interior Plateau","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,3,4,6,1,NA
"US-Mo1","CRO",39.2298,-92.1167,260,12,981,"Cfa",-6,6,NA,"NEE",0.759644537375849,1,0.760994154825833,1,0.76048092002091,1,0.843634462766716,1,0.84734115858005,1,0.847521741196597,1,0.825177018485957,1,0.843605949721998,1,0.84566839328993,1,"Central forest-grasslands transition","NA",8,4,"9.2.4","Central Irregular Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",3,5,1,1,2,6,5,1
"US-Mo3","CRO",39.2311,-92.1497,261,12,981,"Cfa",-6,5,NA,"NEE",0.824528194309824,1,0.826124636524317,1,0.825976395461543,1,0.898477678316894,1,0.905262557728491,1,0.905262557728491,1,0.905251154569816,1,0.900108330007412,1,0.901453902731057,1,"Central forest-grasslands transition","NA",8,4,"9.2.4","Central Irregular Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",9,5,1,1,2,6,5,1
"US-MOz","DBF",38.7441,-92.2,219.4,12.11,986,"Cfa",-6,16,NA,"NEE",0.3797199406799,1,0.798817875884098,1,0.882568303673283,1,0.93320784850559,1,0.91120165982204,1,0.945624429614419,1,0.945603040155145,1,0.909130447182295,1,0.755985483686972,1,"Central forest-grasslands transition","NA",8,4,"8.3.2","Interior River Valleys and Hills","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,2,4,6,5,1
"US-Mpj","WSA",34.4385,-106.2377,2196,10.5,385,"Bsk",-7,14,"CO2","FC+SC",0.503783147578786,1,0.782487029208301,1,0.830142678708686,1,0.952064117345632,1,0.916242313604919,1,0.959662439149372,1,0.957792883679221,1,0,0,0.93886513579298,1,"Colorado Plateau shrublands","NA",13,4,"9.4.3","Southwestern Tablelands","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",3,2,11,3,6,6,17,NA
"US-MRf","ENF",44.6465,-123.5515,263,10.24,1819.59,"Csb",-8,6,NA,"NEE",0.370464399817435,1,0.584978320401643,1,0.642391221664385,1,0.719648562300319,1,0.851523277042446,1,0.914479689639434,1,0.836300015213753,1,0.880553019930017,1,0.910229347329986,1,"Central Pacific coastal forests","NA",5,10,"7.1.8","Coast Range","7.1","MARINE WEST COAST FOREST","7","MARINE WEST COAST FOREST",21,5,5,2,2,6,1,1
"US-MtB","ENF",32.416,-110.7256,2573,9.3,790,"Dwb",-7,12,"CO2","FC+SC",0.203119058483535,1,0.570490151342307,1,0.614466879610617,1,0.773081603163739,1,0.693641151418359,1,0.878270210662408,1,0.715234998859229,1,0.862437257586128,1,0.734818237128299,1,"Sierra Madre Occidental pine-oak forests","NA",3,2,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",2,5,7,3,9,6,13,4
"US-MWA","CRO",42.2143,-84.8539,290,9.11,800,"Dfa",-4,2,"negligible","FC+SC",0.60722519673037,1,0.800544938360993,1,0.859554522416783,1,0.860088028504468,1,0,0,0.893317836251739,1,0.893317836251739,1,0.893317836251739,1,0.928091000895528,1,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",3,5,1,1,NA,6,1,5
"US-MWF","MF",42.366,-85.3526,256,9,842,"Dfa",-5,2,"CO2","FC+SC",0.473302807087398,1,0.690782400955604,1,0.75299621739996,1,0.758391399562015,1,0,0,0.79790961576747,1,0.79790961576747,1,0,0,0.797889707346207,1,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,2,NA,6,1,NA
"US-MWS","URB",42.7293,-84.4737,261,9.1,807,"Dfa",-5,3,"negligible","FC+SC",0.539123854127995,1,0.596495987663135,1,0.661821401033784,1,0.663434903047091,1,0,0,0,0,0,0,0,0,0.698218008395922,1,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",3,2,1,2,NA,NA,NA,NA
"US-MWU","URB",42.3228,-85.1871,256,9,842,"Dfa",-5,3,"negligible","FC+SC",0.468853311004923,1,0.712916311770056,1,0.772235776465663,1,0.777173049993504,1,0,0,0,0,0,0,0,0,0.368476519077798,1,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",3,2,1,2,NA,NA,NA,NA
"US-MWW","WET",42.6689,-86.0229,209,10,926,"Dfa",-5,2,"negligible","FC+SC",0.48969602316014,1,0.627780740515008,1,0.75243790949261,1,0.753694956574737,1,0,0,0.866962517141551,1,0.866124485753466,1,0,0,0.866962517141551,1,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",3,5,1,1,NA,6,1,NA
"US-Myb","WET",38.0499,-121.765,-4,15.9,338,"Csa",-8,12,"negligible","FC+SC",0.478696098562628,1,0.740983154612518,1,0.867385352498289,1,0.905106852232109,1,0.853686592136284,1,0.905829340634269,1,0.903813978249297,1,0,0,0.878897634801126,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",8,12,1,1,4,7,5,NA
"US-NC1","ENF",35.8118,-76.7119,5,16.6,1320,"Cfa",-5,8,NA,"NEE",0.144977754962355,1,0.29246520647958,1,0.802582420716404,1,0.873174766141912,1,0.959395676477299,1,0.947659993155373,1,0.93684405658225,1,0.94705395847593,1,0.960928587725302,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.1","Middle Atlantic Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",22,13,2,1,2,7,5,1
"US-NC2","ENF",35.803,-76.6685,5,16.6,1320,"Cfa",-5,17,NA,"NEE",0.280399420196489,1,0.428118457078435,1,0.766196247382831,1,0.821237316798196,1,0.911318247704944,1,0.895581682503892,1,0.84523138454931,1,0.925306678477479,1,0.818103425135556,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.1","Middle Atlantic Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",21,9,2,2,4,7,5,1
"US-NC3","ENF",35.799,-76.656,5,16.6,1320,"Cfa",-5,9,NA,"NEE",0.465121437988034,1,0.54228780042592,1,0.651131984585742,1,0.699282527127066,1,0.714874252104249,1,0.899617178785113,1,0.732342054558361,1,0.891910049690701,1,0.672909694757124,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.1","Middle Atlantic Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",8,9,2,1,2,7,5,1
"US-NC4","WET",35.7879,-75.9038,1,16.6,1311,"Cfa",-5,13,NA,"NEE",0.417601270710475,1,0.565040543386689,1,0.676447100533558,1,0.732738345970233,1,0.842727639707947,1,0.825830174108397,1,0.793948329121033,1,0.895991294580174,1,0.293781592249368,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.1","Middle Atlantic Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",8,9,2,3,4,7,5,8
"US-Ne1","CRO",41.1651,-96.4766,361,10.07,790.37,"Dfa",-6,21,NA,"NEE",0.94798457192525,1,0.886103867883529,1,0.955285745328118,1,0.915047805302043,1,0.954036288570187,1,0.978427857453281,1,0.977678183398522,1,0,0,0.960913733159496,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",9,5,1,1,2,6,5,NA
"US-Ne2","CRO",41.1649,-96.4701,362,10.08,788.89,"Dfa",-6,21,NA,"NEE",0.915227075184702,1,0.891291829639287,1,0.952922642329422,1,0.927906345067362,1,0.948962407648848,1,0.976358105171665,1,0.97514667535854,1,0,0,0.958197522816167,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",9,5,1,1,2,6,5,NA
"US-Ne3","CRO",41.1797,-96.4397,363,10.11,783.68,"Dfa",-6,21,NA,"NEE",0.903634289439374,1,0.854769665362886,1,0.917345719252499,1,0.880269448066058,1,0.942639069969578,1,0.974386136462408,1,0.973603867883529,1,0,0,0.963108431116906,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",9,5,1,1,2,6,5,NA
"US-NGB","SNO",71.28,-156.6092,5.273,-11.27,171,"ET",-9,8,"negligible","FC+SC",0.249572210814511,0.625,0.266598220396988,0.625,0.334666609628109,0.625,0.382300935432352,0.625,0.607966860597764,1,0.604622975131189,1,0.324135865845311,0.625,0,0,0.605528462240475,1,"Arctic coastal tundra","NA",11,3,"2.2.1","Arctic Coastal Plain","2.2","ALASKA TUNDRA","2","TUNDRA",NA,NA,NA,NA,3,8,NA,NA
"US-NGC","GRA",64.8614,-163.7008,35,NA,NA,"ET",-9,3,"negligible","FC+SC",0.245795281582953,0.732638888888889,0.297298325722983,0.791666666666667,0.365981735159817,1,0.42355403348554,1,0.400114155251142,1,0.486681887366819,1,0.357229832572298,0.800347222222222,0.458333333333333,1,0.486643835616438,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.1","Interior Forested Lowlands and Uplands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",NA,NA,1,1,3,5,NA,3
"US-NMj","ENF",46.6465,-88.5194,394,4.73,854.01,"Dfb",-5,3,NA,"FC+SC",0,0,0.388641552511416,0.625,0.466628614916286,0.625,0.467142313546423,0.625,0,0,0.392579908675799,0.708333333333333,0.383504566210046,0.708333333333333,0,0,0,0,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",NA,NA,NA,NA,NA,NA,NA,NA
"US-NR1","ENF",40.0329,-105.5464,3050,1.5,800,"Dfc",-7,24,"SC","FC+SC",0.497053007833295,1,0.666602498288843,1,0.918477640885238,1,0.915112365959388,1,0.933255380637311,1,0.95571668948209,1,0.931073655791315,1,0,0,0.83280572667123,1,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",3,5,10,9,4,6,1,NA
"US-NR3","GRA",40.052,-105.5864,3504,-2.2,884,"ET",-7,15,"negligible","FC+SC",0.331025278335463,1,0.644475877593235,1,0.670951968120703,1,0.760156202470037,1,0.758851980288374,1,0.578515696294944,1,0.574268418811219,1,0.595219626452516,1,0,0,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",3,2,2,9,2,6,1,4
"US-NR4","GRA",40.052,-105.5859,3502,-2.2,884,"ET",-7,15,"negligible","FC+SC",0.444123775628156,1,0.606265589827827,1,0.650552108048914,1,0.77571180872422,1,0.791366277301211,1,0.691849942203565,1,0.68872437184401,1,0,0,0.0283963010281682,0.416666666666667,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",3,2,2,9,2,6,1,NA
"US-Oho","DBF",41.5545,-83.8438,230,10.1,849,"Dfa",-5,10,NA,"NEE",0.579204306962314,1,0.588437585546126,1,0.723092891687198,1,0.732702573227484,1,0.92658431426225,1,0.926567205036956,1,0.918063920065699,1,0.949413723879916,1,0.898576512455516,1,"Southern Great Lakes forests","NA",4,14,"8.2.2","Huron/Erie Lake Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,3,2,6,1,1
"US-ONA","GRA",27.3836,-81.9509,25,22.3,1268,"Cfa",-5,6,"SC","FC+SC",0.585135199353704,1,0.769814189991921,1,0.826992348999667,1,0.827467566411633,1,0.913291831012688,1,0.84469894976952,1,0.823827401035974,1,0.905982987216652,1,0.91507864848168,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",20,9,2,1,4,4,12,1
"US-ORv","WET",40.0201,-83.0183,221,11.63,1499.1,"Cfa",-5,5,NA,"NEE",0.770099765258216,1,0.494698748043818,1,0.500733568075117,1,0.855095852895149,1,0,0,0.943114241001565,1,0.900283646322379,1,0,0,0.787402190923318,1,"Southern Great Lakes forests","NA",4,14,"8.2.4","Eastern Corn Belt Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,2,NA,6,5,NA
"US-PHM","WET",42.7423,-70.8301,1.4,7.2,1262,"Dfa",-5,8,"negligible","FC+SC",0.481612194843714,1,0.860077287246178,1,0.889530572667123,1,0.889958361852612,1,0.789456422541638,1,1,1,0.851649840292037,1,0,0,0.883413187314625,1,"Northeastern coastal forests","NA",4,11,"8.1.7","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",3,5,1,1,2,6,1,NA
"US-Pnp","WAT",43.0896,-89.4158,260,7.94,875,"Dfa",-6,6,"negligible","FC+SC",0.103235249391727,1,0.188136785279805,1,0.193563716545012,1,0.520966392944039,1,0,0,0,0,0,0,0,0,0.999486770072993,1,"Upper Midwest forest-savanna transition","NA",4,15,"8.2.1","Southeastern Wisconsin Till Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",3,14,1,1,NA,NA,NA,NA
"US-Pon","CRO",36.7667,-97.1333,310,14.94,866.34,"Cfa",-6,4,"SC","FC+SC",0.317918663016199,1,0.501269107916952,1,0.551448779374857,1,0.655701003878622,1,0.613406913073237,1,0.505703855806525,1,0.646674652064796,1,0.0074435318275154,0.0329861111111111,0.626454483230664,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",3,5,2,1,2,7,5,NA
"US-Prr","ENF",65.1237,-147.4876,210,-2,275,"Dwc",-9,7,"SC","FC+SC",0.335810194238039,1,0.594194042497719,1,0.626482857515317,1,0.62627916829618,1,0,0,0.855388801981489,1,0.854468126710989,1,0.681438208838483,1,0.857319775778908,1,"Interior Yukon-Alaska alpine tundra","NA",11,11,"6.1.1","Interior Highlands and Klondike Plateau","6.1","BOREAL CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",3,2,1,1,NA,5,1,10
"US-RC1","CRO",46.7837,-117.0777,807,9,550,"Dsb",-8,5,"SC","FC+SC",0.397744069999306,1,0.688911816351028,1,0.68888205474152,1,0.696768881261099,1,0.850090772908999,1,0.696768881261099,1,0.696530788385036,1,0,0,0.797720260711699,1,"Palouse grasslands","NA",8,13,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",9,5,2,1,2,6,5,NA
"US-RC2","CRO",46.7776,-117.0807,799,9,550,"Dsb",-8,4,"SC","FC+SC",0.479755043227666,1,0.685254562920269,1,0.684714217098943,1,0.689085014409222,1,0.892014889529299,1,0.689085014409222,1,0.688628722382325,1,0,0,0.897034101825168,1,"Palouse grasslands","NA",8,13,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",9,5,2,1,2,6,5,NA
"US-RC3","CRO",46.991,-118.598,NA,10,280,"Dsb",-8,5,"SC","FC+SC",0.459871031746032,1,0.629027777777778,1,0.631160714285714,1,0.633690476190476,1,0.773561507936508,1,0.633690476190476,1,0.631517857142857,1,0,0,0.797351190476191,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",3,2,2,1,2,6,5,NA
"US-RC4","CRO",46.758,-116.949,817,9,680,"Dsb",-8,4,"SC","FC+SC",0.494704610951009,1,0.615718059558117,1,0.615646013448607,1,0.626008645533141,1,0.812247838616715,1,0.626008645533141,1,0.625840537944284,1,0,0,0.889000960614794,1,"Palouse grasslands","NA",8,13,"6.2.3","Columbia Mountains/Northern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",3,5,1,1,2,6,5,NA
"US-RC5","CRO",47.01,-119.248,349,11,230,"Dsb",-8,2,"SC","FC+SC",0.474742439348621,1,0.596855267530741,1,0.671215520106348,1,0.673209538052509,1,0.772287304752409,1,0.673209538052509,1,0.597789963443004,1,0,0,0.830757726819541,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",8,5,1,1,2,6,5,NA
"US-Rls","CSH",43.1439,-116.7356,1608,8.4,333,"Bsh",-7,6,NA,"NEE",0.700422582826234,1,0.701166328600406,1,0.75012677484787,1,0.815145368492225,1,0.873039215686275,1,0.873022312373225,1,0.873022312373225,1,0.448630831643002,1,0.873039215686275,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",3,5,2,1,2,6,13,1
