"SITE_ID","IGBP","GRP_LOCATION.LOCATION_LAT","GRP_LOCATION.LOCATION_LONG","GRP_LOCATION.LOCATION_ELEV","GRP_CLIM_AVG.MAT","GRP_CLIM_AVG.MAP","GRP_CLIM_AVG.CLIMATE_KOEPPEN","UTC_OFFSET","data_year_length","SC_source","NEE_source","NEE_availability","NEE_availability_after_filling","LE_availability","LE_availability_after_filling","H_availability","H_availability_after_filling","USTAR_availability","USTAR_availability_after_filling","NETRAD_availability","NETRAD_availability_after_filling","TA_availability","TA_availability_after_filling","VPD_availability","VPD_availability_after_filling","SWC_availability","SWC_availability_after_filling","SW_IN_availability","SW_IN_availability_after_filling","ECO_NAME","REALM","BIOME","ECO_NUM","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NEE_clust_group","LE_clust_group","H_clust_group","USTAR_clust_group","NETRAD_clust_group","TA_clust_group","VPD_clust_group","SWC_clust_group"
"US-Shd","GRA",36.9333,-96.6833,346,14.32,897.91,"Cfa",-6,4,"SC","FC+SC",0.329026922199407,1,0.523628222678531,1,0.549552247319188,1,0.63857517681953,1,0.623745151722565,1,0.617328313940224,1,0.635623431439653,1,0.00966803559206023,0.0416666666666667,0.628493611681497,1,"Flint Hills tall grasslands","NA",8,7,"9.4.4","Flint Hills","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",6,4,1,1,4,6,5,NA
"US-Skr","EBF",25.3629,-81.0776,0,23.77,1259,"Cwa",-5,8,NA,"NEE",0.449093086926762,1,0.644756730549852,1,0.662481462468629,1,0.662673967602099,1,0.70215890942277,1,0.816563997262149,1,0.665853867214237,1,0,0,0.816471309605293,1,NA,NA,NA,NA,"15.4.1","Southern Florida Coastal Plain","15.4","EVERGLADES","15","TROPICAL WET FORESTS",14,10,4,4,2,7,17,NA
"US-Slt","DBF",39.9138,-74.596,30,11.04,1138,"Dfa",5,10,NA,"NEE",0.532807365826944,1,0.701151195691858,1,0.740159501642935,1,0.761540480102227,1,0.999520810514786,1,0.99954933369843,1,0.999515105878058,1,0.598941219423147,1,0.997952035414385,1,"Atlantic coastal pine barrens","NA",5,4,"8.5.4","Atlantic Coastal Pine Barrens","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",6,4,4,4,4,4,5,5
"US-Snd","GRA",38.0366,-121.754,-5,15.6,358,"Csa",-8,8,NA,"NEE",0.597721309605293,1,0.60512206251426,1,0.65764031485284,1,0.889801505817933,1,0.946854323522701,1,0.967830253251198,1,0.967509411362081,1,0.84839151266256,1,0.94577772073922,1,"California Central Valley grasslands","NA",8,1,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",12,4,22,6,4,6,8,1
"US-Sne","GRA",38.0369,-121.7547,-5,16.09,311,"Csa",-8,5,"negligible","FC+SC",0.482943136181088,1,0.636637458926616,1,0.709884994523549,1,0.917853231106243,1,0.904219149324571,1,0.86473165388828,1,0.863590726542534,1,0,0,0.914943866374589,1,"California Central Valley grasslands","NA",8,1,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",4,8,2,6,6,6,8,NA
"US-Snf","GRA",38.0402,-121.7272,-4,NA,NA,"Csa",-8,2,"negligible","FC+SC",0.279596920289855,0.852430555555556,0.631295289855072,1,0.769927536231884,1,0.774682971014493,1,0.690670289855073,1,0.722192028985507,1,0.705344202898551,1,0.778577898550725,1,0.749275362318841,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",NA,4,22,6,4,6,8,1
"US-SO2","CSH",33.3738,-116.6228,1394,13.63,553,"Csa",-8,10,"negligible","FC+SC",0.425873950346842,1,0.693233159912377,1,0.698863636363636,1,0.685760085797736,1,0.845934875867105,1,0.830406854691493,1,0.768950803212851,1,0.297588079591092,1,0.098730147864184,1,"California coastal sage and chaparral","NA",12,1,"11.1.3","Southern and Baja California Pine-Oak Mountains","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",4,3,25,2,6,6,26,22
"US-SO3","CSH",33.3771,-116.6226,1429,13.29,576,"Csa",-8,10,"SC","FC+SC",0.522824251551661,1,0.696490507484483,1,0.69668446513326,1,0.661264375684556,1,0.854925383351588,1,0.638029390288426,1,0.637943820737495,1,0.29980147864184,1,0.0999452354874042,1,"California coastal sage and chaparral","NA",12,1,"11.1.3","Southern and Baja California Pine-Oak Mountains","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",4,3,26,1,6,6,26,22
"US-SO4","CSH",33.3845,-116.6406,1429,NA,NA,"Csa",-8,3,"SC","FC+SC",0.425999847931873,1,0.747034671532847,1,0.747034671532847,1,0.747034671532847,1,0.930447840632603,1,0.982512165450122,1,0.959511861313869,1,0.964168947688564,1,0.889294403892944,1,"California coastal sage and chaparral","NA",12,1,"11.1.3","Southern and Baja California Pine-Oak Mountains","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",4,3,25,2,6,6,26,22
"US-SP1","ENF",29.7381,-82.2188,50,20.06,1309.77,"Cfa",-5,12,NA,"NEE",0.353748383907522,1,0.415254962354552,1,0.420930298882044,1,0.659532093695338,1,0.898552171267777,1,0.896988364134155,1,0.882852308160316,1,0,0,0.863753897634801,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",14,4,4,4,2,6,17,NA
"US-SP2","ENF",29.7648,-82.2448,50,20.07,1314.41,"Cfa",-5,10,NA,"NEE",0.24557441372388,1,0.682526918514463,1,0.688669130395109,1,0.528623733917328,1,0.999925860023725,1,0.999697737019801,1,0.982674057851994,1,0,0,0.999144538735286,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",16,6,1,1,2,6,17,NA
"US-SP3","ENF",29.7548,-82.1633,50,20.25,1312.35,"Cfa",-5,12,NA,"NEE",0.342659137577002,1,0.700932580424367,1,0.703551600882196,1,0.695418853144726,1,0.999947714655107,1,0.999681534717469,1,0.993521370446422,1,0,0,0.9990968894973,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",14,6,4,2,2,6,17,NA
"US-SRC","OSH",31.9083,-110.8395,950,22,330,"Bwh",-7,7,"negligible","FC+SC",0.46573132577239,1,0.64382088384826,1,0.643853474123322,1,0.789589036631469,1,0.781677747360188,1,0.792799178725068,1,0.599824012514666,1,0.837879676704471,1,0.776096662755834,1,"Sonoran desert","NA",13,10,"10.2.2","Sonoran Desert","10.2","WARM DESERTS","10","NORTH AMERICAN DESERTS",4,3,8,1,7,6,27,5
"US-SRG","GRA",31.7894,-110.8277,1291,17,420,"Bsk",-7,13,"negligible","FC+SC",0.76597163425473,1,0.90381266149304,1,0.943887063447846,1,0.965312720716294,1,0.96021952086194,1,0.976670424784274,1,0.97517448925427,1,0.964545011866585,1,0.960355515001031,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",4,3,4,1,7,6,19,5
"US-SRM","WSA",31.8214,-110.8661,1120,17.92,380,"Bsk",-7,18,"CO2","FC+SC",0.51793890348195,1,0.865690322212681,1,0.907040263118704,1,0.933085973022728,1,0.922189233806191,1,0.933516899609948,1,0.933516899609948,1,0.858355064496402,1,0.900082066166243,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",4,3,8,1,7,6,19,11
"US-Srr","WET",38.2006,-122.0264,8,15.1,326,"Csa",-8,3,"negligible","FC+SC",0.354303428154632,0.789930555555556,0.576692803306589,1,0.589274860199368,1,0.93701373693168,1,0.931300145878921,1,0.931269754437151,1,0.931269754437151,1,0,0,0.931300145878921,1,"California Central Valley grasslands","NA",8,1,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",NA,6,22,6,6,6,8,NA
"US-SRS","WSA",31.8173,-110.8508,1169,19.4,388,"Bsk",-7,8,"SC","FC+SC",0.641427104722793,1,0.779553102897559,1,0.78624087383071,1,0.788992984257358,1,0.898656741957563,1,0.951039527720739,1,0.945984485512206,1,0.84722935204198,1,0.904346338124572,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",4,3,8,1,7,6,27,5
"US-Sta","OSH",41.3966,-106.8024,2069,5.1,NA,"Bsh",-7,4,"negligible","FC+SC",0.344360067963522,1,0.484575285781985,1,0.486320607510663,1,0.491209820035369,1,0,0,0.72555682698198,1,0.711652045262781,1,0.407330351260446,1,0.725129165366344,1,"Wyoming Basin shrub steppe","NA",13,13,"10.1.4","Wyoming Basin","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",4,3,2,1,NA,4,5,8
"US-StJ","WET",39.0882,-75.4372,6.7,13.5,1121,"Cfa",-5,4,NA,"NEE",0.575541517532477,1,0.573530879689706,1,0.577024541189556,1,0.569324226047029,1,0.51035977583527,1,0.739287293054031,1,0.576240249832447,1,0,0,0.727765340025953,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.1","Middle Atlantic Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",6,3,3,1,4,6,5,NA
"US-Syv","MF",46.242,-89.3477,540,3.81,826,"Dfb",-6,20,NA,"NEE",0.384009240246407,1,0.393332192562172,1,0.509402806297057,1,0.572333447410449,1,0.677643737166324,1,0.6814681724846,1,0.379095368469085,1,0.664887063655031,1,0.379471822952316,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",6,3,3,9,3,5,4,6
"US-Ton","WSA",38.4309,-120.966,177,15.8,559,"Csa",-8,19,"SC","FC+SC",0.377487692164786,1,0.713973456876132,1,0.889136593748549,1,0.899885630021829,1,0.884622753239515,1,0.976815405694116,1,0.975035994612419,1,0.974362547025219,1,0.983991105847383,1,"California Central Valley grasslands","NA",8,1,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",4,3,12,1,4,6,22,4
"US-Tw1","WET",38.1074,-121.6469,-5,15.5,421,"Csa",-8,10,"negligible","FC+SC",0.245032621589561,1,0.435880326672142,1,0.459895975910211,1,0.939610137786294,1,0.9455755543389,1,0.945301806734191,1,0.945301806734191,1,0,0,0.945450086686741,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",6,6,27,6,6,6,8,NA
"US-Tw3","CRO",38.1152,-121.6469,-4,15.6,421,"Csa",-8,5,"negligible","FC+SC",0.301194682820125,1,0.778363200403836,1,0.890469880531718,1,0.893782601379774,1,0.798281591788659,1,0.882287985865724,1,0.866891721352852,1,0.850906528689214,1,0.847267794043412,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",17,6,9,6,4,6,8,4
"US-Tw4","WET",38.1027,-121.6413,-5,15.6,421,"Csa",-8,8,"negligible","FC+SC",0.409016370066165,1,0.681988649326945,1,0.834752167465207,1,0.856826089436459,1,0.860619153547798,1,0.863014772986539,1,0.855293178188455,1,0,0,0.863371263974447,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",6,6,9,6,6,6,8,NA
"US-Tw5","WET",38.1072,-121.6426,-5,15.5,421,"Csa",-8,2,"negligible","FC+SC",0.31963658322354,0.678819444444444,0.40590689503733,1,0.45731774264383,1,0.829874835309618,1,0.785682916117699,1,0.810331576635924,1,0.810331576635924,1,0,0,0.806626043039086,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",NA,6,9,6,6,6,8,NA
"US-Twt","CRO",38.1087,-121.6531,-7,15.6,421,"Csa",-8,8,"negligible","FC+SC",0.386397546419098,1,0.644500165782493,1,0.695733863837312,1,0.937465461980548,1,0.790851569407604,1,0.964722866931919,1,0.893899204244032,1,0,0,0.927580680813439,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",8,11,9,6,4,6,8,NA
"US-Uaf","ENF",64.8663,-147.8555,155,-2.9,263,"Dwc",-9,18,"CO2","FC+SC",0.330297845373891,1,0.454781368821293,1,0.574020912547529,1,0.557376425855513,1,0,0,0.983003802281369,1,0.981299112801014,1,0.805776299112801,1,0.973647021546261,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.1","Interior Forested Lowlands and Uplands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",4,3,2,1,NA,3,4,19
"US-UMB","DBF",45.5598,-84.7138,234,5.83,803,"Dfb",-5,13,NA,"NEE",0.731041418355185,1,0.931457753939876,1,0.787991656734207,1,0.942942159978811,1,0.948599523241955,1,0.966324824526553,1,0.878248741888492,1,0.818997483776983,1,0.941336412395709,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",6,3,3,4,3,4,4,5
"US-UMd","DBF",45.5625,-84.6975,239,5.83,803,"Dfb",-5,13,NA,"NEE",0.747715534366309,1,0.902041120381406,1,0.868039001456761,1,0.913571050192028,1,0.910827208316779,1,0.937769004105417,1,0.917034995364852,1,0.819204410011919,1,0.876775427095749,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",6,3,3,4,3,4,4,5
"US-Var","GRA",38.4133,-120.9508,129,15.8,559,"Csa",-8,20,"negligible","FC+SC",0.549844778823633,1,0.691546245967564,1,0.875088382164479,1,0.908085310884264,1,0.731848512970083,1,0.947169561182553,1,0.923143422157409,1,0.894408170931106,1,0.959628684431482,1,"California Central Valley grasslands","NA",8,1,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",4,3,12,3,4,6,22,4
"US-Vcm","ENF",35.8884,-106.5321,3030,6.4,646,"Dfb",-7,14,"CO2","FC+SC",0.348434852040151,1,0.643380915134924,1,0.712855233998175,1,0.858065278320949,1,0.711743090861687,1,0.862151284056837,1,0.851131697301525,1,0,0,0.764816353800026,1,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,4,9,10,4,13,NA
"US-Vcp","ENF",35.8642,-106.5967,2500,9.8,550,"Dfb",-7,14,"CO2","FC+SC",0.392113968191892,1,0.484014470082128,1,0.540693032199192,1,0.879868172337375,1,0.68965503193847,1,0.89374755572937,1,0.867300547516621,1,0,0,0.824920968582975,1,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,4,28,4,10,4,5,NA
"US-Vcs","ENF",35.9193,-106.6142,2752,4.6,550.93,"Dfb",-7,5,"CO2","FC+SC",0.506990056559022,1,0.818509396095603,1,0.857040229885057,1,0.902983032293377,1,0.952050264550265,1,0.907874931581828,1,0.863072432037949,1,0,0,0.95040822842547,1,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,8,4,10,4,13,NA
"US-WBW","DBF",35.9588,-84.2874,283,13.71,1372.05,"Cfa",-5,13,NA,"NEE",0.2255949873631,1,0.683871279135074,1,0.68822398904802,1,0.685319257231115,1,0.85603148694187,1,0.868602569502949,1,0.784106465880371,1,0.452769587194608,1,0.864399045212019,1,"Appalachian-Blue Ridge forests","NA",4,3,"8.4.1","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",6,4,1,1,4,6,5,4
"US-WCr","DBF",45.8059,-90.0799,520,4.02,787,"Dfb",-6,23,NA,"NEE",0.525971610522557,1,0.498725350156727,1,0.547464587549101,1,0.63052513589652,1,0.696668055390231,1,0.69478831885093,1,0.727053822957584,1,0.669382117208269,1,0.619998115303734,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",6,3,3,9,3,5,4,1
"US-Wdn","OSH",40.7838,-106.2618,2469,3.3,NA,"Bsh",-7,3,NA,"NEE",0.480687347931873,1,0.492035431873479,1,0.491541210462287,1,0.495019768856448,1,0.562252889294404,1,0.597532694647202,1,0.58268704379562,1,0.597532694647202,1,0.560827250608273,1,"Wyoming Basin shrub steppe","NA",13,13,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,2,1,4,5,5,8
"US-Whs","OSH",31.7438,-110.0522,1370,17.6,320,"Bsk",-7,14,"negligible","FC+SC",0.678226755910067,1,0.884210354787327,1,0.921086401244954,1,0.955819628387875,1,0.950303701862949,1,0.851175902652452,1,0.851171828851473,1,0,0,0.956279967898448,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",4,3,8,1,7,6,19,NA
"US-Wjs","SAV",34.4255,-105.8615,1931,15.2,361,"Bsk",-7,14,"negligible","FC+SC",0.539751988006779,1,0.809513916047451,1,0.855885803676183,1,0.913770205970538,1,0.792835842784513,1,0.921432994394473,1,0.900888899752314,1,0,0,0.870278483900404,1,"Colorado Plateau shrublands","NA",13,4,"9.4.3","Southwestern Tablelands","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",4,3,8,4,10,4,21,NA
"US-Wkg","GRA",31.7365,-109.9419,1531,15.64,407,"Bsk",-7,17,"negligible","FC+SC",0.59271535398334,1,0.86869588263514,1,0.909252245210162,1,0.969303439692162,1,0.968585509210645,1,0.972071162342869,1,0.970393754675774,1,0,0,0.972929995068421,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",4,3,8,1,7,6,19,NA
"US-Wlr","GRA",37.5208,-96.855,408,13.52,881,"Cfa",-6,3,"negligible","FC+SC",0.516194824961948,1,0.751004566210046,1,0.816423135464231,1,0.776286149162862,1,0.842633181126332,1,0.842633181126332,1,0.842633181126332,1,0.842739726027397,1,0.842678843226788,1,"Flint Hills tall grasslands","NA",8,7,"9.4.4","Flint Hills","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",4,4,1,1,4,4,5,14
"US-WPT","WET",41.4646,-82.9962,175,10.1,849,"Dfa",-5,3,NA,"NEE",0.701661344282238,1,0.707553984184915,1,0.781687195863747,1,0.787883972019465,1,0.960804440389294,1,0.998232208029197,1,0.964815237226277,1,0,0,0.99992396593674,1,"Southern Great Lakes forests","NA",4,14,"8.2.2","Huron/Erie Lake Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",4,4,2,1,3,4,4,NA
"US-Wrc","ENF",45.8205,-121.9519,371,8.8,2452,"Csb",-8,18,"CO2","FC+SC",0.576101561707738,1,0.789166286380692,1,0.787096896866444,1,0.804025960855897,1,0,0,0.939502839468614,1,0.939502839468614,1,0.867844285569415,1,0.856828668492039,1,"Central and Southern Cascades forests","NA",5,8,"6.2.7","Cascades","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",12,3,3,2,NA,4,4,6
"US-xAB","ENF",45.7624,-122.3303,363,10,2450.59,"Csb",-8,3,NA,"NEE",0.0748744005480703,0.571180555555556,0.246331925097054,1,0.41098138844485,1,0.597539392555378,1,0.729247545101621,1,0.817038707467458,1,0.712106074446221,1,0.530543503082896,1,0.823332952728934,1,"Central and Southern Cascades forests","NA",5,8,"6.2.7","Cascades","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,3,3,1,3,4,4,6
"US-xAE","GRA",35.4106,-99.0588,516,15.5,778.85,"Cfa",-6,4,NA,"NEE",0.0378372981915683,0.375,0.19048434023618,1,0.368931484967768,1,0.660262992754863,1,0.741385703691026,1,0.824419533344743,1,0.635632380626391,1,0.18231216840664,0.625,0.824619202464487,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",NA,3,4,1,6,6,8,NA
"US-xBL","DBF",39.0603,-78.0716,183,12.1,982.55,"Cfa",-5,4,NA,"NEE",0.093870332867452,0.595486111111111,0.243917396388944,1,0.396503037736387,1,0.741407341909353,1,0.79286345874098,1,0.964345817051256,1,0.827262614449927,1,0.351207963718303,1,0.961322342337203,1,"Appalachian-Blue Ridge forests","NA",4,3,"8.4.1","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",NA,4,1,1,4,4,5,4
"US-xBN","ENF",65.154,-147.5026,263,-2,275,"Dwc",-9,4,NA,"NEE",0.0659392383397518,0.567708333333333,0.208344030808729,1,0.353615746683783,1,0.646926258736272,1,0.723263443160747,1,0.771430609042932,1,0.725174725431465,1,0.000584795321637427,0,0.771658821851376,1,"Interior Yukon-Alaska alpine tundra","NA",11,11,"6.1.1","Interior Highlands and Klondike Plateau","6.1","BOREAL CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,3,2,1,5,3,4,NA
"US-xBR","DBF",44.0639,-71.2873,232,5.6,1246,"Dfb",-5,4,NA,"NEE",0.0726329293716066,0.583333333333333,0.2882064557513,1,0.426553801745664,1,0.63934388673799,1,0.68549403221003,1,0.798790405718082,1,0.764644567134774,1,0.309843989828412,1,0.799489129687751,1,"New England-Acadian forests","NA",4,10,"5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS",NA,4,4,2,3,4,4,4
"US-xCL","GRA",33.4012,-97.57,259,17.5,925.61,"Cfa",-6,4,"negligible","FC+SC",0.144061269895602,1,0.158893833076616,1,0.374522220320612,1,0.731002909464316,1,0.711863198128815,1,0.822037765987792,1,0.743525015688288,1,0.398339893890125,1,0.796451594500542,1,"Central forest-grasslands transition","NA",8,4,"9.4.5","Cross Timbers","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",6,6,1,4,6,6,8,6
"US-xCP","GRA",40.8155,-104.7456,1654,8.6,320,"Bsk",-7,5,NA,"NEE",0.0468967404940581,0.552083333333333,0.237996396067608,1,0.368775803471636,1,0.69685910449123,1,0.667274925298237,1,0.798761433361465,1,0.675315344084305,1,0.194281608539951,0.810763888888889,0.808581008644876,1,"Western short grasslands","NA",8,15,"9.4.1","High Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",NA,3,3,1,4,4,8,NA
"US-xDC","GRA",47.1617,-99.1066,559,4.9,489.74,"Dfb",-6,4,NA,"NEE",0.116178903531291,0.774305555555556,0.414227850989788,1,0.608762621940784,1,0.70610131781619,1,0.79823435449826,1,0.825089851103885,1,0.743710422728051,1,0.370842603685321,1,0.824918706144104,1,"Northern short grasslands","NA",8,11,"9.3.1","Northwestern Glaciated Plains","9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",NA,3,2,1,3,5,4,6
"US-xDJ","ENF",63.8811,-145.7514,529,-2,300,"Dfc",-9,4,NA,"NEE",0.0789331051205249,0.607638888888889,0.334445870774497,1,0.482370560547711,1,0.822521751533305,1,0.900228212808444,1,0.942490372272144,1,0.769947225788047,1,0.282698616459849,0.682291666666667,0.950748823277706,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.1","Interior Forested Lowlands and Uplands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",NA,3,3,1,5,3,4,NA
"US-xDL","MF",32.5417,-87.8039,22,17.6,1372,"Cfa",-5,3,NA,"NEE",0.084223842833755,0.732638888888889,0.247864265515702,1,0.461020985265665,1,0.881738353921715,1,0.908155975591606,1,0.868328620330406,1,0.585935407054621,1,0.253400803691025,0.541666666666667,0.943027236195862,1,"Southeastern mixed forests","NA",4,13,"8.3.5","Southeastern Plains","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",NA,6,1,2,2,6,17,NA
"US-xDS","CVM",28.125,-81.4362,15,22.5,1216.09,"Cfa",-5,4,NA,"NEE",0.13393137282866,0.692708333333333,0.23326392652386,1,0.38137140249294,1,0.74801049659146,1,0.93784762828375,1,0.938603496962264,1,0.665820474058016,1,0.219287486807952,0.800347222222222,0.963789611797256,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",NA,6,1,1,2,7,17,NA
"US-xGR","DBF",35.689,-83.5019,579,13.1,1375,"Cfa",-5,4,NA,"NEE",0.0848426937448301,0.508680555555556,0.261758749536496,1,0.341324624204912,1,0.693930231894806,1,0.563621324053738,1,0.795344989874212,1,0.754456772868593,1,0.411035682706295,1,0.78972589064149,1,"Appalachian-Blue Ridge forests","NA",4,3,"8.4.4","Blue Ridge","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",NA,4,9,1,4,6,5,4
"US-xHA","DBF",42.5369,-72.1727,351,6.62,1071,"Dfb",-5,4,NA,"NEE",0.0888930089278074,0.798611111111111,0.334621637810548,1,0.552240508856499,1,0.733050001426167,1,0.83199748994552,1,0.940571607861034,1,0.7570951824068,1,0.00049915856128241,0,0.943866054365498,1,"New England-Acadian forests","NA",4,10,"5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS",NA,4,4,4,4,4,4,NA
"US-xJE","ENF",31.1948,-84.4686,44,19.2,1307.97,"Cfa",-5,4,NA,"NEE",0.0723209446932314,0.586805555555556,0.267577512193731,1,0.479748424085114,1,0.793790467497647,1,0.869576998773496,1,0.930417296557232,1,0.717433469294618,1,0.410793234262244,1,0.918608631164608,1,"Southeastern conifer forests","NA",5,29,"8.3.5","Southeastern Plains","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",NA,6,1,2,6,6,17,6
