Site_ID,Variable,Start_Date,Height,Instrument_Model,Instrument_Model2,Comment,BASE_Version
CA-SF2,NETRAD_1_1_1,,9.144,RAD-Other,,Kipp & Zonen four components radiation sensor,3-5
CA-SF3,CO2_1,,18.288,,,,1-1
CA-SF2,TA_1_1_1,,1.5,TEMP-Other,,Vaisala HMP45C air temperature,3-5
CA-SF2,TS_1_1_1,,-0.02,,,,3-5
CA-SF2,USTAR,,9.144,,,,3-5
CA-SF2,VPD_PI,,1.5,,,,3-5
CA-SF2,TS_1_2_1,,-0.05,,,,3-5
CA-SF2,WD,,9.144,WIND-Other,,Young 05305-10-L AQ wind monitor oriented TRUE MAGNETIC NORTH,3-5
CA-SJ1,SW_IN_PI_F,,6,,,,1-5
CA-SF2,WS,,9.144,WIND-Other,,Young 05305-10-L AQ wind monitor oriented TRUE MAGNETIC NORTH,3-5
CA-SJ1,TA_PI_F_1_1_1,,6,,,,1-5
CA-SJ1,WD_PI_F_1_1_1,,10,,,,1-5
CA-SJ1,WS_PI_F_1_1_1,,10,,,,1-5
CA-SJ1,SWC_PI_F_1,,-0.075,,,,1-5
CA-SJ1,SWC_PI_F_6,,-1.35,,,,1-5
CA-SF3,H2O,,18.288,GA-Other,,Li-Cor LI7500,1-1
CA-SF3,LE,,18.288,,,,1-1
CA-SF3,PPFD_IN,,18.288,RAD-Other,,Kipp & Zonen PAR lite Quantum Sensor,1-1
CA-SF3,PPFD_OUT,,18.288,RAD-Other,,Kipp & Zonen PAR lite Quantum Sensor,1-1
CA-SJ1,TA_PI_F_1_2_2,,4,,,,1-5
CA-SF3,P,,1,PREC-Other,,Texas Instrument Tipping Bucket Rain Gauge TE525,1-1
CA-SF3,PA,,1.0,PRES-Other,,Vaisala PTB101B Barometric Pressure Sensor,1-1
CA-SF3,SW_IN,,18.288,RAD-Other,,CNR1 Kipp & Zonen four components radiation sensor,1-1
CA-SF3,LW_IN,,18.288,RAD-Other,,CNR 1,1-1
CA-SF3,LW_OUT,,18.288,RAD-Other,,CNR 1,1-1
CA-SF3,SW_OUT,,18.288,RAD-Other,,CNR1 Kipp & Zonen four components radiation sensor,1-1
CA-SJ1,TA_PI_F_1_3_2,,1,,,,1-5
CA-SF3,RH,,1.5,RH-Other,,Vaisala HMP45C,1-1
CA-SF3,NETRAD,,18.288,RAD-Other,,CNR1 Kipp & Zonen four components radiation sensor,1-1
CA-SF3,SWC_1,,-0.3,,,,1-1
CA-SF3,VPD_PI,,1.5,,,,1-1
CA-SJ1,SW_OUT,,6,,,,1-5
CA-SF3,TA,,1.5,TEMP-Other,,Vaisala HMP45C,1-1
CA-SF3,TS_1,,-0.02,TEMP-Other,,Type E (chromel-constantan) Omega EXPP-24S,1-1
CA-SF3,USTAR,,18.288,,,,1-1
CA-SJ1,RH_PI_F_1_2_1,,4,,,,1-5
CA-SF3,TS_2,,-0.05,TEMP-Other,,Type E (chromel-constantan) Omega EXPP-24S,1-1
CA-SF3,WD,,18.288,WIND-Other,,R.M. Young 05305-10-L AQ wind monitor,1-1
CA-SJ1,USTAR,,5,,,,1-5
CA-SJ1,PPFD_IN_PI_F_1_1_1,,8,,,,1-5
CA-SJ1,TA_PI_F_1_1_2,,6,,,,1-5
CA-SJ1,RH_PI_F_1_1_1,,6,,,,1-5
CA-SF3,WS,,18.288,WIND-Other,,R.M. Young 05305-10-L AQ wind monitor,1-1
CA-SJ1,SWC_PI_1,,-0.075,,,,1-5
CA-SJ1,RH_PI_F_1_3_1,,1,,,,1-5
CA-SJ1,SWC_PI_6,,-1.35,,,,1-5
CA-SJ1,SWC_PI_2,,-0.225,,,,1-5
CA-SJ1,SWC_PI_3,,-0.45,,,,1-5
CA-SJ1,SWC_PI_4,,-0.75,,,,1-5
CA-SJ1,SWC_PI_5,,-1.05,,,,1-5
CA-SJ1,LW_IN,,6,,,,1-5
CA-SJ1,SW_IN,,6,,,,1-5
CA-SJ1,LW_OUT,,6,,,,1-5
CA-SJ1,SWC_PI_F_2,,-0.225,,,,1-5
CA-SJ1,SWC_PI_F_3,,-0.45,,,,1-5
CA-SJ1,SWC_PI_F_4,,-0.75,,,,1-5
CA-SJ1,SWC_PI_F_5,,-1.05,,,,1-5
CA-SJ1,LW_IN_PI_F,,6,,,,1-5
CA-SJ1,TS_PI_F_4_3_1,,-0.1,,,,1-5
CA-SJ1,TS_PI_F_4_1_1,,-0.02,,,,1-5
CA-SJ1,TS_PI_F_4_2_1,,-0.05,,,,1-5
CA-SJ1,TS_PI_F_3_3_1,,-0.1,,,,1-5
CA-SJ1,TS_PI_F_3_1_1,,-0.02,,,,1-5
CA-SJ1,TS_PI_F_3_2_1,,-0.05,,,,1-5
CA-SJ1,TS_PI_F_6_3_1,,-0.1,,,,1-5
CA-SJ1,TS_PI_F_6_1_1,,-0.02,,,,1-5
CA-SJ1,TS_PI_F_6_2_1,,-0.05,,,,1-5
CA-SJ1,TS_PI_F_2_6_1,,-1,,,,1-5
CA-SJ1,TS_PI_F_2_3_1,,-0.1,,,,1-5
CA-SJ1,TS_PI_F_2_4_1,,-0.2,,,,1-5
CA-SJ1,TS_PI_F_2_1_1,,-0.02,,,,1-5
CA-SJ1,TS_PI_F_2_5_2,,-0.5,,,,1-5
CA-SJ1,TS_PI_F_2_2_1,,-0.05,,,,1-5
CA-SJ1,TS_PI_F_5_3_1,,-0.1,,,,1-5
CA-SJ1,TS_PI_F_5_1_1,,-0.02,,,,1-5
CA-SJ1,TS_PI_F_5_2_1,,-0.05,,,,1-5
CA-SJ1,TS_PI_F_1_6_1,,-1,,,,1-5
CA-SJ1,TS_PI_F_1_3_1,,-0.1,,,,1-5
CA-SJ1,TS_PI_F_1_4_1,,-0.2,,,,1-5
CA-SJ1,TS_PI_F_1_1_1,,-0.02,,,,1-5
CA-SJ1,TS_PI_F_1_5_1,,-0.5,,,,1-5
CA-SJ1,TS_PI_F_1_2_1,,-0.05,,,,1-5
CA-SJ1,TA_PI_F_1_2_1,,4,,,,1-5
CA-SJ1,TA_PI_F_1_3_1,,1,,,,1-5
CA-SJ1,LW_OUT_PI_F,,6,,,,1-5
CA-SJ1,PPFD_OUT_PI_F,,6,,,,1-5
CA-SJ1,SW_OUT_PI_F,,6,,,,1-5
CA-SJ1,WD_PI_F_1_2_1,,6,,,,1-5
CA-SJ1,WS_PI_F_1_2_1,,6,,,,1-5
CA-SJ1,TA_1_2_2,,4,,,,1-5
CA-SJ1,TA_1_1_2,,6,,,,1-5
CA-SJ1,TA_1_3_2,,1,,,,1-5
CA-SJ1,LE,,5,,,LI-6262 and SAT-550; -500 to 700,1-5
CA-SJ1,PPFD_IN_1_2_1,,4,,,,1-5
CA-SJ1,PPFD_IN_1_1_1,,8,,,,1-5
CA-SJ1,PPFD_OUT,,6,,,,1-5
CA-SJ1,FC,,5,,,LI-6262 and SAT-550; -5 to 5,1-5
CA-SJ1,RH_1_2_1,,4,,,,1-5
CA-SJ1,RH_1_1_1,,6,,,,1-5
CA-SJ1,RH_1_3_1,,1,,,,1-5
CA-SJ1,H,,5,,,SAT-550; -1000 to 1000,1-5
CA-SJ1,TSN_2_5_1,,0.1,,,,1-5
CA-SJ1,TSN_2_8_1,,0.01,,,,1-5
CA-SJ1,TSN_2_4_1,,0.2,,,,1-5
CA-SJ1,TSN_2_7_1,,0.02,,,,1-5
CA-SJ1,TSN_2_3_1,,0.3,,,,1-5
CA-SJ1,TSN_2_2_1,,0.4,,,,1-5
CA-SJ1,TSN_2_1_1,,0.5,,,,1-5
CA-SJ1,TSN_2_6_1,,0.05,,,,1-5
CA-SJ1,TSN_1_5_1,,0.1,,,,1-5
CA-SJ1,TSN_1_8_1,,0.01,,,,1-5
CA-SJ1,TSN_1_4_1,,0.2,,,,1-5
CA-SJ1,TSN_1_7_1,,0.02,,,,1-5
CA-SJ1,TSN_1_3_1,,0.3,,,,1-5
CA-SJ1,TSN_1_2_1,,0.4,,,,1-5
CA-SJ1,TSN_1_1_1,,0.5,,,,1-5
CA-SJ1,TSN_1_6_1,,0.05,,,,1-5
CA-SJ1,G_4_1_1,,-0.1,,,,1-5
CA-SJ1,G_2_1_1,,-0.1,,,,1-5
CA-SJ1,G_1_1_1,,-0.1,,,,1-5
CA-SJ1,G_3_1_1,,-0.1,,,,1-5
CA-SJ1,TS_4_3_1,,-0.1,,,,1-5
CA-SJ1,TS_4_1_1,,-0.02,,,,1-5
CA-SJ1,TS_4_2_1,,-0.05,,,,1-5
CA-SJ1,TS_3_3_1,,-0.1,,,,1-5
CA-SJ1,TS_3_1_1,,-0.02,,,,1-5
CA-SJ1,TS_3_2_1,,-0.05,,,,1-5
CA-SJ1,TS_6_3_1,,-0.1,,,,1-5
CA-SJ1,TS_6_1_1,,-0.02,,,,1-5
CA-SJ1,TS_6_2_1,,-0.05,,,,1-5
CA-SJ1,TS_2_6_1,,-1,,,,1-5
CA-SJ1,TS_2_3_1,,-0.1,,,,1-5
CA-SJ1,TS_2_4_1,,-0.2,,,,1-5
CA-SJ1,TS_2_1_1,,-0.02,,,,1-5
CA-SJ1,TS_2_5_1,,-0.5,,,,1-5
CA-SJ1,WD_SIGMA_1_1_1,,10,,,,1-5
CA-SJ1,TA_1_1_1,,6,,,,1-5
CA-SJ1,LEAF_WET,,6,,,,1-5
CA-SJ1,WD_1_1_1,,10,,,,1-5
CA-SJ1,TS_2_2_1,,-0.05,,,,1-5
CA-SJ1,TS_5_3_1,,-0.1,,,,1-5
CA-SJ1,TS_5_1_1,,-0.02,,,,1-5
CA-SJ1,TS_5_2_1,,-0.05,,,,1-5
CA-SJ1,TS_1_6_1,,-1,,,,1-5
CA-SJ1,TS_1_3_1,,-0.1,,,,1-5
CA-SJ1,TS_1_4_1,,-0.2,,,,1-5
CA-SJ1,TS_1_1_1,,-0.02,,,,1-5
CA-SJ1,TS_1_5_1,,-0.5,,,,1-5
CA-SJ1,TS_1_2_1,,-0.05,,,,1-5
CA-SJ1,WD_SIGMA_1_2_1,,6,,,RM Young propeller anemometer.,1-5
CA-SJ1,TA_1_2_1,,4,,,,1-5
CA-SJ1,TA_1_3_1,,1,,,,1-5
CA-SJ1,WD_1_2_1,,6,,,RM Young propeller anemometer.,1-5
CA-SJ1,WS_1_1_1,,10,,,,1-5
CA-SJ1,WS_1_2_1,,6,,,RM Young propeller anemometer.,1-5
CA-SJ2,SWC_PI_1,,-0.075,,,,2-5
CA-SJ2,SWC_PI_6,,-1.35,,,,2-5
CA-SJ2,SWC_PI_2,,-0.225,,,,2-5
CA-SJ2,SWC_PI_3,,-0.45,,,,2-5
CA-SJ2,SWC_PI_4,,-0.75,,,,2-5
CA-SJ2,SWC_PI_5,,-1.05,,,,2-5
CA-SJ2,LW_IN,,2,,,,2-5
CA-SJ2,SW_IN,,2,,,,2-5
CA-SJ2,LW_OUT,,2,,,,2-5
CA-SJ2,SW_OUT,,2,,,,2-5
CA-SJ2,FC,,2,,,,2-5
CA-SJ2,CO2,,2,,,,2-5
CA-SJ2,CO2_PI_F,,2,,,,2-5
CA-SJ2,H2O,,2,,,,2-5
CA-SJ2,H2O_PI_F,,2,,,,2-5
CA-SJ2,USTAR,,2,,,,2-5
CA-SJ2,SWC_PI_F_1,,-0.075,,,,2-5
CA-SJ2,SWC_PI_F_6,,-1.35,,,,2-5
CA-SJ2,SWC_PI_F_2,,-0.225,,,,2-5
CA-SJ2,SWC_PI_F_3,,-0.45,,,,2-5
CA-SJ2,SWC_PI_F_4,,-0.75,,,,2-5
CA-SJ2,SWC_PI_F_5,,-1.05,,,,2-5
CA-SJ2,LW_IN_PI_F,,2,,,,2-5
CA-SJ2,NETRAD_PI_F,,2,,,,2-5
CA-SJ2,SW_IN_PI_F,,2,,,,2-5
CA-SJ2,TA_PI_F_1_1_2,,2,,,,2-5
CA-SJ2,TA_PI_F_1_2_1,,1,,,,2-5
CA-SJ2,PPFD_IN_PI_F,,3,,,,2-5
CA-SJ2,PPFD_OUT_PI_F,,2,,,,2-5
CA-SJ2,RH_PI_F_1_1_1,,2,,,,2-5
CA-SJ2,RH_PI_F_1_2_1,,1,,,,2-5
CA-SJ2,TS_PI_F_4_5_1,,-0.1,,,,2-5
CA-SJ2,TS_PI_F_4_2_1,,-0.02,,,,2-5
CA-SJ2,TS_PI_F_5_4_1,,-0.05,,,,2-5
CA-SJ2,TS_PI_F_2_1_1,,-0.01,,,,2-5
CA-SJ2,TS_PI_F_2_3_1,,-0.03,,,,2-5
CA-SJ2,TS_PI_F_6_4_1,,-0.05,,,,2-5
CA-SJ2,TS_PI_F_3_5_1,,-0.1,,,,2-5
CA-SJ2,TS_PI_F_3_2_1,,-0.02,,,,2-5
CA-SJ2,TS_PI_F_4_4_1,,-0.05,,,,2-5
CA-SJ2,TS_PI_F_2_8_1,,-1,,,,2-5
CA-SJ2,TS_PI_F_2_5_1,,-0.1,,,,2-5
CA-SJ2,TS_PI_F_2_6_1,,-0.2,,,,2-5
CA-SJ2,TS_PI_F_2_2_1,,-0.02,,,,2-5
CA-SJ2,TS_PI_F_2_7_1,,-0.5,,,,2-5
CA-SJ2,TS_PI_F_3_4_1,,-0.05,,,,2-5
CA-SJ2,TS_PI_F_1_8_1,,-1,,,,2-5
CA-SJ2,TS_PI_F_1_5_1,,-0.1,,,,2-5
CA-SJ2,TS_PI_F_1_6_1,,-0.2,,,,2-5
CA-SJ2,TS_PI_F_1_2_1,,-0.02,,,,2-5
CA-SJ2,TS_PI_F_1_7_1,,-0.5,,,,2-5
CA-SJ2,TS_PI_F_1_4_1,,-0.05,,,,2-5
CA-SJ2,TS_PI_F_1_1_1,,-0.01,,,,2-5
CA-SJ2,TS_PI_F_1_3_1,,-0.03,,,,2-5
CA-SJ2,TS_PI_F_2_4_1,,-0.05,,,,2-5
CA-SJ2,TA_PI_F_1_1_1,,2,,,,2-5
CA-SJ2,LW_OUT_PI_F,,2,,,,2-5
CA-SJ2,SW_OUT_PI_F,,2,,,,2-5
CA-SJ2,WS_PI_F,,5,,,,2-5
CA-SJ2,TA_1_1_2,,2,,,,2-5
CA-SJ2,TA_1_2_1,,1,,,,2-5
CA-SJ2,LE,,2,,,,2-5
CA-SJ2,PPFD_IN,,3,,,,2-5
CA-SJ2,PPFD_OUT,,2,,,,2-5
CA-SJ2,NETRAD,,2,,,,2-5
CA-SJ2,RH_1_1_1,,2,,,,2-5
CA-SJ2,RH_1_2_1,,1,,,,2-5
CA-SJ2,H,,2,,,,2-5
CA-SJ2,TSN_1_5_1,,0.1,,,,2-5
CA-SJ2,TSN_1_8_1,,0.01,,,,2-5
CA-SJ2,TSN_1_4_1,,0.2,,,,2-5
CA-SJ2,TSN_1_7_1,,0.02,,,,2-5
CA-SJ2,TSN_1_3_1,,0.3,,,,2-5
CA-SJ2,TSN_1_2_1,,0.4,,,,2-5
CA-SJ2,TSN_1_1_1,,0.5,,,,2-5
CA-SJ2,TSN_1_6_1,,0.05,,,,2-5
CA-SJ2,G_1_4_1,,-0.1,,,,2-5
CA-SJ2,G_1_2_1,,-0.03,,,,2-5
CA-SJ2,G_1_4_2,,-0.1,,,,2-5
CA-SJ2,G_2_2_1,,-0.03,,,,2-5
CA-SJ2,G_3_2_1,,-0.03,,,,2-5
CA-SJ2,G_1_3_1,,-0.09,,,,2-5
CA-SJ2,G_1_1_1,,0,,,,2-5
CA-SJ2,G_4_2_1,,-0.03,,,,2-5
CA-SJ2,TS_4_5_1,,-0.1,,,,2-5
CA-SJ2,TS_4_2_1,,-0.02,,,,2-5
CA-SJ2,TS_5_4_1,,-0.05,,,,2-5
CA-SJ2,TS_2_1_1,,-0.01,,,,2-5
CA-SJ2,TS_2_3_1,,-0.03,,,,2-5
CA-SJ2,TS_6_4_1,,-0.05,,,,2-5
CA-SJ2,TS_3_5_1,,-0.1,,,,2-5
CA-SJ2,TS_3_2_1,,-0.02,,,,2-5
CA-SJ2,TS_4_4_1,,-0.05,,,,2-5
CA-SJ2,TS_2_8_1,,-1,,,,2-5
BR-Sa1,CO2_1_2_1,,50.05,,,,5-5
BR-Sa1,CO2_1_1_1,,62.24,,,,5-5
BR-Sa1,FC,,57.9,,,,5-5
BR-Sa1,H,,57.9,,,,5-5
BR-Sa1,H2O_1_2_1,,57.9,,,,5-5
BR-Sa1,LE,,57.9,,,,5-5
BR-Sa1,PPFD_IN,,66.8,,,,5-5
BR-Sa1,NETRAD,,66.8,,,,5-5
BR-Sa1,TA_1_2_1,,57.8,,,,5-5
BR-Sa1,USTAR,,57.9,,,,5-5
BR-Sa1,WD,,57.9,,,,5-5
BR-Sa1,WS,,57.9,,,,5-5
BR-Sa3,RH,,64,,,,3-5
BR-Sa3,NETRAD,,64,RAD-Other,,Rebs Q*7,3-5
BR-Sa3,CO2,,64,GA-Other,,Li-Cor LI7000,3-5
BR-Sa3,FC,,64,,,,3-5
BR-Sa3,G,,-0.1,SOIL_H-Other,,REBS HFT 3.1,3-5
BR-Sa3,H,,64,,,,3-5
BR-Sa3,H2O,,64,GA-Other,,Li-Cor LI7500,3-5
BR-Sa3,LE,,64,GA-Other,,Li-Cor LI7500,3-5
BR-Sa3,PPFD_IN,,64,RAD-Other,,Li-Cor LI190,3-5
BR-Sa3,PPFD_OUT,,64,RAD-Other,,Li-Cor LI190,3-5
BR-Sa3,PA,,64,PRES-Other,,Li-Cor LI7500,3-5
BR-Sa3,P,,64,PREC-Other,,Texas Electronics TE525,3-5
BR-Sa3,SW_IN,,64,RAD-Other,,Kipp&Zonen CM6B,3-5
BR-Sa3,LW_IN,,64,RAD-Other,,Kipp&Zonen CG2,3-5
BR-Sa3,LW_OUT,,64,RAD-Other,,Kipp&Zonen CG2,3-5
BR-Sa3,SW_OUT,,64,RAD-Other,,Kipp&Zonen CM6B,3-5
BR-Sa3,SWC_1_1_1,,-0.1,SWC-Other,,Campbell Scientific CS615,3-5
BR-Sa3,SWC_1_2_1,,-0.2,SWC-Other,,Campbell Scientific CS615,3-5
BR-Sa3,TA_1_1_1,,64,TEMP-Other,,Campbell Scientific T107,3-5
BR-Sa3,TS_1_1_1,,-0.1,TEMP-Other,,Campbell Scientific T107,3-5
BR-Sa3,TS_1_2_1,,-0.2,TEMP-Other,,Campbell Scientific T107,3-5
CA-Ca1,CO2_1_2_1,,42,,,,1-5
CA-Ca1,CO2_1_4_1,,12,,,,1-5
BR-Sa3,USTAR,,64,WIND-Other,,Campbell CSAT3,3-5
BR-Sa3,VPD_PI,,64,,,,3-5
BR-Sa3,WD,,64,WIND-Other,,Campbell CSAT3,3-5
BR-Sa3,WS_1_1_2,,64,WIND-Other,,Campbell CSAT3,3-5
CA-Ca1,TA_PI_F_3,,4,,,,1-5
CA-Ca1,TA_PI_F_2,,27,,,,1-5
CA-Ca1,TA_1_3_1,,40,,,,1-5
CA-Ca1,RH_1_1_1,,40,,,,1-5
CA-Ca1,TA_1_3_2,,40,,,,1-5
CA-Ca1,PPFD_DIF,,45,,,,1-5
CA-Ca1,PPFD_IN_1_1_2,,45,,,,1-5
CA-Ca1,LW_IN_1_1_1,,45,,,,1-5
CA-Ca1,SW_IN_1_1_3,,45,,,,1-5
CA-Ca1,NETRAD_1_1_1,,45,,,,1-5
CA-Ca1,LW_OUT_1_1_1,,45,,,,1-5
CA-Ca1,SW_OUT_1_1_1,,45,,,,1-5
CA-Ca1,CO2_1_5_1,,2,,,,1-5
CA-Ca1,CO2_1_3_1,,27,,,,1-5
CA-Ca1,FC,,43,,,,1-5
CA-Ca1,SWC_1_2_1,,-0.015,,,,1-5
CA-Ca1,SWC_1_3_1,,-0.11,,,,1-5
CA-Ca1,SWC_1_4_1,,-0.4,,,,1-5
CA-Ca1,SWC_2_2_1,,-0.1,,,,1-5
CA-Ca1,SWC_2_3_1,,-0.2,,,,1-5
CA-Ca1,SWC_2_1_1,,-0.02,,,,1-5
CA-Ca1,SWC_2_4_1,,-0.5,,,,1-5
CA-Ca1,SWC_2_5_1,,-0.85,,,,1-5
CA-Ca1,PPFD_IN_PI_F_1,,45,,,,1-5
CA-Ca1,CO2_1_1_1,,43,,,,1-5
CA-Ca1,H2O,,43,,,,1-5
CA-Ca1,TA_1_2_1,,43,,,,1-5
CA-Ca1,TA_1_2_2,,43,,,,1-5
CA-Ca1,USTAR,,43,,,,1-5
CA-Ca1,SW_IN_PI_F_1,,45,,,,1-5
CA-Ca1,TA_1_10_1,,4,,,,1-5
CA-Ca1,TA_1_6_1,,27,,,,1-5
CA-Ca1,RH_1_3_1,,4,,,,1-5
CA-Ca1,RH_1_2_1,,27,,,,1-5
CA-Ca1,SW_IN_1_1_1,,45,,,,1-5
CA-Ca1,SW_IN_1_1_2,,45,,,,1-5
CA-Ca1,LE,,43,,,,1-5
CA-Ca1,PPFD_IN_1_1_1,,45,,,,1-5
CA-Ca1,PPFD_BC_IN,,2.5,,,,1-5
CA-Ca1,PPFD_OUT,,45,,,,1-5
CA-Ca1,NETRAD_PI_F_1,,45,,,,1-5
CA-Ca1,RH_PI_F_3,,4,,,,1-5
CA-Ca1,RH_PI_F_2,,27,,,,1-5
CA-Ca1,WD,,40,,,,1-5
CA-Ca1,WS_1_2_1,,40,,,,1-5
CA-Ca1,NETRAD_1_2_1,,41,,,,1-5
CA-Ca1,H,,43,,,,1-5
CA-Ca1,G_PI_1,,-0,,,Proposed modification from Andy Black's corrections in Excel file (QAQC-968),1-5
CA-Ca1,G_1_1_1,,-0.03,,,,1-5
CA-Ca1,G_1_1_2,,-0.03,,,,1-5
CA-Ca1,G_1_1_3,,-0.03,,,,1-5
CA-Ca1,SWC_PI_F_3,,-0.5,,,,1-5
CA-Ca1,SWC_PI_F_1,,-0.15,,,,1-5
CA-Ca1,SWC_PI_F_2,,-0.3,,,,1-5
CA-Ca1,TS_1_8_1,,-1,,,,1-5
CA-Ca1,TS_1_5_1,,-0.1,,,,1-5
CA-Ca1,TS_PI_F_3,,-0.1,,,,1-5
CA-Ca1,TS_1_2_1,,-0.01,,,,1-5
CA-Ca1,TS_1_6_1,,-0.2,,,,1-5
CA-Ca1,TS_PI_F_1,,-0.02,,,,1-5
CA-Ca1,TS_1_3_1,,-0.02,,,,1-5
CA-Ca1,TS_1_3_2,,-0.02,,,,1-5
CA-Ca1,TS_1_3_3,,-0.02,,,,1-5
CA-Ca1,TS_1_7_1,,-0.5,,,,1-5
CA-Ca1,TS_1_4_1,,-0.05,,,,1-5
CA-Ca1,TS_PI_F_2,,-0.05,,,,1-5
CA-Ca1,TS_1_1_1,,-0.005,,,,1-5
CA-Ca1,T_SONIC_1_1_1,,43,,,,1-5
CA-Ca1,WS_1_1_1,,43,,,,1-5
CA-Ca1,TA_1_4_1,,35,,,,1-5
CA-Ca1,TA_1_1_1,,44,,,,1-5
CA-Ca1,TA_1_1_2,,44,,,,1-5
CA-Ca1,TA_1_8_1,,15,,,,1-5
CA-Ca1,TA_1_8_2,,15,,,,1-5
CA-Ca1,TA_1_11_1,,2,,,,1-5
CA-Ca1,TA_1_11_2,,2,,,,1-5
CA-Ca1,TA_1_9_1,,5,,,,1-5
CA-Ca1,TA_1_7_1,,21,,,,1-5
CA-Ca1,TA_1_6_2,,27,,,,1-5
CA-Ca1,TA_1_5_1,,33,,,,1-5
CA-Ca1,T_BOLE_1_1_7,,3,,,Positional qualifier indicies reflect treeNumber_measurementHeight_depthIntoTree relative positions,1-5
CA-Ca1,T_BOLE_1_1_1,,3,,,,1-5
CA-Ca1,T_BOLE_1_1_5,,3,,,Positional qualifier indicies reflect treeNumber_measurementHeight_depthIntoTree relative positions,1-5
CA-Ca1,T_BRANCH_2_2_1,,27,,,Positional qualifier indicies reflect treeNumber_measurementHeight_depthIntoTree relative positions,1-5
CA-Ca1,T_BOLE_2_2_3,,3,,,Positional qualifier indicies reflect treeNumber_measurementHeight_depthIntoTree relative positions,1-5
CA-Ca1,T_BOLE_2_2_1,,3,,,Positional qualifier indicies reflect treeNumber_measurementHeight_depthIntoTree relative positions,1-5
CA-Ca1,T_BOLE_2_1_6,,3,,,Positional qualifier indicies reflect treeNumber_measurementHeight_depthIntoTree relative positions,1-5
CA-Ca1,T_BOLE_2_1_1,,3,,,Positional qualifier indicies reflect treeNumber_measurementHeight_depthIntoTree relative positions,1-5
CA-Ca1,T_BOLE_2_1_4,,3,,,Positional qualifier indicies reflect treeNumber_measurementHeight_depthIntoTree relative positions,1-5
CA-Ca1,WS_PI_F_1,,40,,,,1-5
CA-Ca2,SW_IN_1_1_3,,8,,,,1-5
CA-Ca2,NETRAD_1_1_3,,8,,,,1-5
CA-Ca2,SW_OUT_1_1_1,,8,,,,1-5
CA-Ca2,FC,,2.5,,,,1-5
CA-Ca2,SWC_1_2_1,,-0.15,,,,1-5
CA-Ca2,SWC_1_3_1,,-0.2,,,,1-5
CA-Ca2,SWC_1_1_1,,-0.035,,,,1-5
CA-Ca2,SWC_1_1_2,,-0.035,,,,1-5
CA-Ca2,SWC_1_4_2,,-0.55,,,,1-5
CA-Ca2,SWC_1_5_1,,-0.85,,,,1-5
CA-Ca2,PPFD_IN_PI_F_1,,8,,,,1-5
CA-Ca2,CO2_1_1_1,,2.5,,,,1-5
CA-Ca2,H2O,,2.5,,,,1-5
CA-Ca2,TA_1_3_3,,2.5,,,,1-5
CA-Ca2,USTAR,,2.5,,,,1-5
CA-Ca2,SW_IN_PI_1,,8,,,,1-5
CA-Ca2,SW_IN_PI_F_1,,8,,,,1-5
CA-Ca2,TA_1_3_1,,2.5,,,,1-5
CA-Ca2,RH_1_1_1,,2.5,,,,1-5
CA-Ca2,SW_OUT_1_1_2,,8,,,,1-5
CA-Ca2,LE,,2.5,,,,1-5
CA-Ca2,SW_IN_1_1_1,,8,,,,1-5
CA-Ca2,CO2_1_2_1,,0.5,,,,1-5
CA-Ca2,PPFD_IN,,8,,,,1-5
CA-Ca2,SW_IN_1_1_2,,8,,,,1-5
CA-Ca2,PPFD_OUT,,8,,,,1-5
CA-Ca2,NETRAD_1_1_1,,8,,,,1-5
CA-Ca2,NETRAD_PI_F_1,,8,,,,1-5
CA-Ca2,WD,,2.5,,,,1-5
CA-Ca2,WS,,2.5,,,,1-5
CA-Ca2,NETRAD_1_1_2,,8,,,,1-5
CA-Ca2,H,,2.5,,,,1-5
CA-Ca2,T_BOLE_2_1_1,,0.5,,,,1-5
CA-Ca2,G_PI_1,,-0,,,Proposed modification from Andy Black's corrections in Excel file (QAQC-969),1-5
CA-Ca2,G_1_1_1,,-0.02,,,,1-5
CA-Ca2,G_1_1_3,,-0.02,,,,1-5
CA-Ca2,G_1_1_4,,-0.02,,,,1-5
CA-Ca2,G_1_1_5,,-0.02,,,,1-5
CA-Ca2,G_1_1_6,,-0.02,,,,1-5
CA-Ca2,SWC_PI_F_1,,-0.15,,,,1-5
CA-Ca2,SWC_PI_F_2,,-0.3,,,,1-5
CA-Ca2,TS_1_8_1,,-1,,,,1-5
CA-Ca2,TS_PI_F_6,,-1,,,,1-5
CA-Ca2,TS_1_5_1,,-0.1,,,,1-5
CA-Ca2,TS_PI_F_3,,-0.1,,,,1-5
CA-Ca2,TS_1_2_1,,-0.01,,,,1-5
CA-Ca2,TS_1_6_1,,-0.2,,,,1-5
CA-Ca2,TS_PI_F_4,,-0.2,,,,1-5
CA-Ca2,TS_PI_F_1,,-0.02,,,,1-5
CA-Ca2,TS_1_3_1,,-0.02,,,,1-5
CA-Ca2,TS_1_3_2,,-0.02,,,,1-5
CA-Ca2,TS_1_7_1,,-0.5,,,,1-5
CA-Ca2,TS_PI_F_5,,-0.5,,,,1-5
CA-Ca2,TS_1_4_1,,-0.05,,,,1-5
CA-Ca2,TS_PI_F_2,,-0.05,,,,1-5
CA-Ca2,TS_1_1_1,,-0.005,,,,1-5
CA-Ca2,TA_1_6_1,,0.2,,,,1-5
CA-Ca2,TA_1_5_1,,0.5,,,,1-5
